Reference_Year,LGA,WRRG,landFill,recyclingTotal,recyclingProcessed,gardenTotal,gardenProcessed,wasteTotal,wasteProcessed,Estimated_Adult_Population
2012-2013,Yarriambiack,Grampians Central West ,2030,642,600,0,0,2672,600,5974
2013-2014,Alpine,North East ,2777,1573,1510,0,0,4350,1510,10374
2013-2014,Ararat,Grampians Central West ,1797,1812,1812,0,0,3609,1812,9883
2013-2014,Ballarat,Grampians Central West ,22641,10202,8570,832,832,33675,9402,78945
2013-2014,Banyule,Metropolitan ,20181,13407,12443,10565,10565,44153,23008,100652
2013-2014,Bass Coast,Gippsland ,7924.2998,4775.46,3326.3601,0,0,12699.7598,3326.3601,27674
2013-2014,Baw Baw,Gippsland ,7994,4413.8101,3975.6201,4498,4453,16905.8101,8428.6201,35956
2013-2014,Bayside,Metropolitan ,20211.4102,11604.0195,11604.0195,10178,10178,41993.4297,21782.0195,77654
2013-2014,Benalla,North East ,3500,2100,2080,0,0,5600,2080,11475
2013-2014,Boroondara,Metropolitan ,36937,20902.2598,20379.6992,20308.64,20308.64,78147.8998,40688.3392,138257
2013-2014,Brimbank,Metropolitan ,41350,15673,7633,10822,10822,67845,18455,154697
2013-2014,Buloke,Loddon Mallee ,1536,805,805,0,0,2341,805,5330
2013-2014,Campaspe,Goulburn Valley ,9250,4400,4400,1300,1300,14950,5700,30423
2013-2014,Cardinia,Metropolitan ,16230.1201,8432.4805,8432.4805,5363.0098,5363.0098,30025.6104,13795.4903,65579
2013-2014,Casey,Metropolitan ,50768.5117,26722,26722,32134.1406,32134.1406,109624.6523,58856.1406,207085
2013-2014,Central Goldfields,Grampians Central West ,2490,1390.1,1320.5,278,278,4158.1,1598.5,10408
2013-2014,Colac-Otway,Barwon South West ,3756,1985,1826.2,2407,2285,8148,4111.2,17736
2013-2014,Corangamite,Barwon South West ,1951,1405.301,1405,1628,1628,4984.301,3033,13508
2013-2014,Darebin,Metropolitan ,24633,13891.0303,13891.0303,10823,10823,49347.0303,24714.0303,119872
2013-2014,East Gippsland,Gippsland ,6897,3480.3601,3178.27,4072,4072,14449.3601,7250.27,36821
2013-2014,Frankston,Metropolitan ,24519,15763,14421.4502,13499,13499,53781,27920.4502,104979
2013-2014,Gannawarra,Loddon Mallee ,2247,1371.5,1371.5,0,0,3618.5,1371.5,8975
2013-2014,Glen Eira,Metropolitan ,26223,13321.4404,13321.4404,9350.58,9350.58,48895.0204,22672.0204,112149
2013-2014,Glenelg,Barwon South West ,2922.4199,1430.46,1092.6899,0,0,4352.8799,1092.6899,16896
2013-2014,Golden Plains,Grampians Central West ,5341,1710,1710,0,0,7051,1710,14683
2013-2014,Greater Bendigo,Loddon Mallee ,27340,10429,9525,0,0,37769,9525,84364
2013-2014,Greater Dandenong,Metropolitan ,31174,11758,11758,14815,13439,57747,25197,111889
2013-2014,Greater Geelong,Barwon South West ,44093,27057.5996,27057.5996,32603,32603,103753.5996,59660.5996,181593
2013-2014,Greater Shepparton,Goulburn Valley ,12519.8398,8108,8108,8000,7840,28627.8398,15948,49686
2013-2014,Hepburn,Grampians Central West ,1685,1108.74,1108.74,0,0,2793.74,1108.74,12371
2013-2014,Hindmarsh,Grampians Central West ,1524,589.96,483.75,0,0,2113.96,483.75,4753
2013-2014,Hobsons Bay,Metropolitan ,18564.5391,10261.1904,9899.3799,8120.3301,8005.3799,36946.0596,17904.7598,70483
2013-2014,Horsham,Grampians Central West ,5631,1257.0699,999.89,0,0,6888.0699,999.89,15946
2013-2014,Hume,Metropolitan ,40766,16061,14419,6073,6073,62900,20492,138131
2013-2014,Indigo,North East ,3028,1514.9301,1514.9301,535,535,5077.9301,2049.9301,12627
2013-2014,Kingston,Metropolitan ,29864,15398,14498,14830,14818,60092,29316,121886
2013-2014,Knox,Metropolitan ,28728,17082,16580,19157,19157,64967,35737,124762
2013-2014,Latrobe,Gippsland ,14591.3799,8373,7400,9392,9382,32356.3799,16782,60386
2013-2014,Loddon,Loddon Mallee ,2100,824.22,824.22,0,0,2924.22,824.22,6251
2013-2014,Macedon Ranges,Loddon Mallee ,8807.1602,4924.7598,4924.7598,2700,2700,16431.92,7624.7598,34026
2013-2014,Manningham,Metropolitan ,21443.0605,12884.71,12884.71,15480.9402,15480.9402,49808.7107,28365.6502,98046
2013-2014,Mansfield,North East ,2446.1599,1150,1050,0,0,3596.1599,1050,6417
2013-2014,Maribyrnong,Metropolitan ,17253,8000,8000,1800,1800,27053,9800,63991
2013-2014,Maroondah,Metropolitan ,19790,10412,10412,13477,13477,43679,23889,86802
2013-2014,Melbourne,Metropolitan ,24556.2402,7473,6456.6699,49.06,49.06,32078.3002,6505.7299,103484
2013-2014,Melton,Metropolitan ,22785,11277,10431,5870,5733,39932,16164,93072
2013-2014,Mildura,Loddon Mallee ,10556.3896,3488,3488,0,0,14044.3896,3488,42511
2013-2014,Mitchell,Goulburn Valley ,7050,3790,3790,0,0,10840,3790,30041
2013-2014,Moira,Goulburn Valley ,5335.9102,2960.2,2960.2,0,0,8296.1102,2960.2,23905
2013-2014,Monash,Metropolitan ,31628,16675.6895,16675.6895,20437,20437,68740.6895,37112.6895,149703
2013-2014,Moonee Valley,Metropolitan ,23461,12077,10869,6849,6849,42387,17718,94053
2013-2014,Moorabool,Grampians Central West ,5496.3701,2990.8501,2770.8501,0,0,8487.2202,2770.8501,23605
2013-2014,Moreland,Metropolitan ,32571.4004,16550.9492,14135.6299,8915,8747,58037.3496,22882.6299,127639
2013-2014,Mornington Peninsula,Metropolitan ,30947.0996,22552.4805,22552.4805,6752.4,6752.4,60251.9801,29304.8805,122457
2013-2014,Mount Alexander,Loddon Mallee ,3058.3201,1722.98,1550.98,0,0,4781.3001,1550.98,15076
2013-2014,Moyne,Barwon South West ,1730,1330,0,1300,1300,4360,1300,13101
2013-2014,Murrindindi,Goulburn Valley ,2251,1524.84,1524.84,0,0,3775.84,1524.84,11813
2013-2014,Nillumbik,Metropolitan ,6243.5801,7694.2002,7694.2002,7135,1056,21072.7803,8750.2002,49671
2013-2014,Northern Grampians,Grampians Central West ,2349,1205,1205,0,0,3554,1205,9740
2013-2014,Port Phillip,Metropolitan ,21404,11522,10255,0,0,32926,10255,90112
2013-2014,Pyrenees,Grampians Central West ,969.36,380,330,90,90,1439.36,420,5682
2013-2014,Queenscliffe,Barwon South West ,1299,504,504,101.34,101.34,1904.34,605.34,2823
2013-2014,South Gippsland,Gippsland ,4000,1999.95,1840,0,0,5999.95,1840,22529
2013-2014,Southern Grampians,Barwon South West ,3500,1631,1631,320,320,5451,1951,13717
2013-2014,Stonnington,Metropolitan ,20974,10236,9921,3780,3780,34990,13701,89127
2013-2014,Strathbogie,Goulburn Valley ,1734,874.33,874.33,0,0,2608.33,874.33,8319
2013-2014,Surf Coast,Barwon South West ,5935.54,4269.79,4269.79,2989.3799,2989.3799,13194.7099,7259.1699,22013
2013-2014,Swan Hill,Loddon Mallee ,3914.45,1843.29,1359.61,207.66,207.66,5965.4,1567.27,17297
2013-2014,Towong,North East ,1722,652.18,600,0,0,2374.18,600,5014
2013-2014,Wangaratta,North East ,8249.0195,3420.49,3219.6899,0,0,11669.5095,3219.6899,22718
2013-2014,Warrnambool,Barwon South West ,5721,3540,2935,0,0,9261,2935,27388
2013-2014,Wellington,Gippsland ,6879,6207.98,5587.1802,0,0,13086.98,5587.1802,34525
2013-2014,West Wimmera,Grampians Central West ,953,180,162,0,0,1133,162,3543
2013-2014,Whitehorse,Metropolitan ,28763,18045,16529,12901,12901,59709,29430,127834
2013-2014,Whittlesea,Metropolitan ,34974,17565,14790,11338,11338,63877,26128,139000
2013-2014,Wodonga,North East ,7906,3779,3023,2759,2759,14444,5782,29248
2013-2014,Wyndham,Metropolitan ,40187,17440,17440,6665.7,6665.7,64292.7,24105.7,144119
2013-2014,Yarra,Metropolitan ,15338,9210.9004,8501.7002,363,363,24911.9004,8864.7002,73674
2013-2014,Yarra Ranges,Metropolitan ,29390,17089,15005,8827,8827,55306,23832,117211
2013-2014,Yarriambiack,Grampians Central West ,1726,583,558,0,0,2309,558,5980
2014-2015,Alpine,North East ,1748,1619.1,1516.25,0,0,3367.1,1516.25,9604
2014-2015,Ararat,Grampians Central West ,1779,662.6,662.6,0,0,2441.6,662.6,8879
2014-2015,Ballarat,Grampians Central West ,24529.6406,10549.4697,10285.7305,0,0,35079.1103,10285.7305,78204
2014-2015,Banyule,Metropolitan ,20148,12900.7803,11868.7402,9494,9494,42542.7803,21362.7402,100229
2014-2015,Bass Coast,Gippsland ,8015,4311.1899,3055.8301,0,0,12326.1899,3055.8301,25936
2014-2015,Baw Baw,Gippsland ,8240,4441.3501,4072.5601,4927,4877.73,17608.3501,8950.2901,36007
2014-2015,Bayside,Metropolitan ,20218.5605,11612.5498,11612.5498,9984.6199,9984.6199,41815.7302,21597.1697,78116
2014-2015,Benalla,North East ,3281.3899,1989.48,1989.48,0,0,5270.8699,1989.48,10758
2014-2015,Boroondara,Metropolitan ,37394,20033.8398,19533,18075.4,18075.4,75503.2398,37608.4,139647
2014-2015,Brimbank,Metropolitan ,41904,16088,12806,9578,9578,67570,22384,155474
2014-2015,Buloke,Loddon Mallee ,2139,845,845,0,0,2984,845,4768
2014-2015,Campaspe,Goulburn Valley ,8344,4188,4188,1352,1352,13884,5540,28293
2014-2015,Cardinia,Metropolitan ,16960.1602,8726.6201,8726.6201,5887,5887,31573.7803,14613.6201,65746
2014-2015,Casey,Metropolitan ,52370.2383,26608,26608,32236.2201,32236.2201,111214.4584,58844.2201,215008
2014-2015,Central Goldfields,Grampians Central West ,2364,1368.2,1299.8,282.41,282.41,4014.61,1582.21,10173
2014-2015,Colac-Otway,Barwon South West ,3692,1996.87,1836.27,2603,2603,8291.87,4439.27,15866
2014-2015,Corangamite,Barwon South West ,1813,1343,1050.23,1475,1475,4631,2525.23,12058
2014-2015,Darebin,Metropolitan ,26454,14363.79,12382.6299,10238,10238,51055.79,22620.6299,122823
2014-2015,East Gippsland,Gippsland ,7111.2798,4234.2998,4064.9299,4173.73,4173.73,15519.3096,8238.6599,35042
2014-2015,Frankston,Metropolitan ,24830,15957,15262.8701,13301,13301,54088,28563.8701,106008
2014-2015,Gannawarra,Loddon Mallee ,2275,1133.79,1133.79,100,0,3508.79,1133.79,7811
2014-2015,Glen Eira,Metropolitan ,31119,13394,13394,10665.46,10656.39,55178.46,24050.39,115814
2014-2015,Glenelg,Barwon South West ,2966,2059.48,1729.48,0,0,5025.48,1729.48,15015
2014-2015,Golden Plains,Grampians Central West ,5533,1637.02,1537.02,0,0,7170.02,1537.02,15366
2014-2015,Greater Bendigo,Loddon Mallee ,27510,10156,9196,0,0,37666,9196,83265
2014-2015,Greater Dandenong,Metropolitan ,29826,12022,10508,13597,12749,55445,23257,119563
2014-2015,Greater Geelong,Barwon South West ,45000,27035.6309,27035.6309,29557,29557,101592.6309,56592.6309,178508
2014-2015,Greater Shepparton,Goulburn Valley ,14172.4502,9772.21,9772.21,6623.6001,6313.3999,30568.2603,16085.6099,47832
2014-2015,Hepburn,Grampians Central West ,2203,1485,1109,0,0,3688,1109,12073
2014-2015,Hindmarsh,Grampians Central West ,1486,496,404,0,0,1982,404,4310
2014-2015,Hobsons Bay,Metropolitan ,18669.3809,10114.8301,9458.7402,7110.98,7110.98,35895.191,16569.7202,73598
2014-2015,Horsham,Grampians Central West ,5558,1515.1,1226.854,0,0,7073.1,1226.854,15209
2014-2015,Hume,Metropolitan ,42755.8789,16345,14629,5119.54,5119.54,64220.4189,19748.54,142650
2014-2015,Indigo,North East ,3130,1469,1469,553,553,5152,2022,11965
2014-2015,Kingston,Metropolitan ,30480,15440,14514,14156.9,14018.9,60076.9,28532.9,122931
2014-2015,Knox,Metropolitan ,28308,16330,15744,19274,19274,63912,35018,123684
2014-2015,Latrobe,Gippsland ,14902,6252.25,5553.8301,9202,9202,30356.25,14755.8301,56745
2014-2015,Loddon,Loddon Mallee ,1746.5699,607,607,0,0,2353.5699,607,5872
2014-2015,Macedon Ranges,Loddon Mallee ,8408.6602,4532.1001,4532.1001,2483.5601,2428.73,15424.3204,6960.8301,34521
2014-2015,Manningham,Metropolitan ,22015.7207,12475.1797,12475.1797,14342.1904,14342.1904,48833.0908,26817.3701,96945
2014-2015,Mansfield,North East ,2423.3799,1136.86,1036.86,0,0,3560.2399,1036.86,6382
2014-2015,Maribyrnong,Metropolitan ,19504.2793,7835.6201,7835.6201,2011.3199,2011.3199,29351.2193,9846.94,67387
2014-2015,Maroondah,Metropolitan ,20147,11915,10417,12994,12994,45056,23411,87620
2014-2015,Melbourne,Metropolitan ,26418.1309,7894,7080.9199,50.98,50.98,34363.1109,7131.8999,117220
2014-2015,Melton,Metropolitan ,23518,11382,10586,6424,6279,41324,16865,93911
2014-2015,Mildura,Loddon Mallee ,10980.75,6070.54,6070.54,0,0,17051.29,6070.54,40149
2014-2015,Mitchell,Goulburn Valley ,7470,3856,3856,0,0,11326,3856,29324
2014-2015,Moira,Goulburn Valley ,4841,2940,2940,1350,1343,9131,4283,22380
2014-2015,Monash,Metropolitan ,32121,16009,16009,19839,19839,67969,35848,151842
2014-2015,Moonee Valley,Metropolitan ,23552,10993,10255,7753,7698,42298,17953,95266
2014-2015,Moorabool,Grampians Central West ,5143.3198,2952.55,2752.55,0,0,8095.8698,2752.55,23922
2014-2015,Moreland,Metropolitan ,29556.6992,16012,13655,8485,8449,54053.6992,22104,135774
2014-2015,Mornington Peninsula,Metropolitan ,30012.8398,22139.8008,22139.8008,7485.9,7485.9,59638.5406,29625.7008,122383
2014-2015,Mount Alexander,Loddon Mallee ,2927,1651.55,1651.55,0,0,4578.55,1651.55,14819
2014-2015,Moyne,Barwon South West ,1860,1360,1360,1532,1532,4752,2892,12317
2014-2015,Murrindindi,Goulburn Valley ,2366,1341.01,1341.01,0,0,3707.01,1341.01,10930
2014-2015,Nillumbik,Metropolitan ,6184,7642.4702,7642.4702,7140,7140,20966.4702,14782.4702,48202
2014-2015,Northern Grampians,Grampians Central West ,2388,1483,1483,0,0,3871,1483,9303
2014-2015,Port Phillip,Metropolitan ,21302,11222,9482,0,0,32524,9482,92732
2014-2015,Pyrenees,Grampians Central West ,1812,380,0,90,90,2282,90,5610
2014-2015,Queenscliffe,Barwon South West ,1302.12,474.3,474.3,66,66,1842.42,540.3,2534
2014-2015,South Gippsland,Gippsland ,4149,2018,1857,0,0,6167,1857,21830
2014-2015,Southern Grampians,Barwon South West ,3500,1548,1548,320,320,5368,1868,12249
2014-2015,Stonnington,Metropolitan ,24347,10313,10138,3832,3832,38492,13970,93307
2014-2015,Strathbogie,Goulburn Valley ,1825,879,879,0,0,2704,879,8063
2014-2015,Surf Coast,Barwon South West ,5972,4275,4275,2873,2873,13120,7148,21656
2014-2015,Swan Hill,Loddon Mallee ,3892,1836,1469,209,209,5937,1678,15465
2014-2015,Towong,North East ,1892,746.48,746.48,0,0,2638.48,746.48,4567
2014-2015,Wangaratta,North East ,7417.98,3644.1001,3488.3999,0,0,11062.0801,3488.3999,21137
2014-2015,Warrnambool,Barwon South West ,5839,3709,3709,0,0,9548,3709,25790
2014-2015,Wellington,Gippsland ,7165,4655.7002,4252.2002,0,0,11820.7002,4252.2002,32660
2014-2015,West Wimmera,Grampians Central West ,901,210,183,0,0,1111,183,3108
2014-2015,Whitehorse,Metropolitan ,28682,17571,15883,12880,12880,59133,28763,132872
2014-2015,Whittlesea,Metropolitan ,39457,17383,15089,11290,11290,68130,26379,145693
2014-2015,Wodonga,North East ,7957,3441,3073,3091,3091,14489,6164,28813
2014-2015,Wyndham,Metropolitan ,41834,18059.5996,18059.5996,6367.7,6367.7,66261.2996,24427.2996,149897
2014-2015,Yarra,Metropolitan ,15342,9091.96,8406.96,347,347,24780.96,8753.96,76823
2014-2015,Yarra Ranges,Metropolitan ,29574,16922,14793,9388,9388,55884,24181,116182
2014-2015,Yarriambiack,Grampians Central West ,1760,566,550,0,0,2326,550,5384
2015-2016,Alpine,North East ,1578.1,1664.6801,1594.76,0,0,3242.7801,1594.76,9490
2015-2016,Ararat,Grampians Central West ,2290,802.7,802.7,0,0,3092.7,802.7,8737
2015-2016,Ballarat,Grampians Central West ,23122.6602,11268.1699,10937.0898,0,0,34390.8301,10937.0898,78968
2015-2016,Banyule,Metropolitan ,20700,13185,12315,9487,9487,43372,21802,100830
2015-2016,Bass Coast,Gippsland ,8358.4199,4433.7598,3813.1399,0,0,12792.1797,3813.1399,26265
2015-2016,Baw Baw,Gippsland ,8713,4667.1699,4303.1299,4747,4699.54,18127.1699,9002.6699,36517
2015-2016,Bayside,Metropolitan ,21176.75,11353.5801,11353.5801,9973,9973,42503.3301,21326.5801,79489
2015-2016,Benalla,North East ,2076,1599.13,1599.13,1433.63,1369.8,5108.76,2968.93,10608
2015-2016,Boroondara,Metropolitan ,37112,18559.1309,18559.1309,16861,16861,72532.1309,35420.1309,141148
2015-2016,Brimbank,Metropolitan ,42702,16760,13188,10147,10147,69609,23335,158069
2015-2016,Buloke,Loddon Mallee ,2641,846,846,0,0,3487,846,4642
2015-2016,Campaspe,Goulburn Valley ,7929,4109,4109,1302,1302,13340,5411,28430
2015-2016,Cardinia,Metropolitan ,17851,8815,8815,6042,6042,32708,14857,68960
2015-2016,Casey,Metropolitan ,55011,27314,27314,31140,31140,113465,58454,222458
2015-2016,Central Goldfields,Grampians Central West ,2355,1377.4,1308.4,294,294,4026.4,1602.4,10217
2015-2016,Colac-Otway,Barwon South West ,4826.6299,2248.3,2248.3,2017.7,2017.7,9092.6299,4266,15784
2015-2016,Corangamite,Barwon South West ,1776,1024.4,1024.4,1565,1565,4365.4,2589.4,11954
2015-2016,Darebin,Metropolitan ,26865,14177.6904,12193,10034,10034,51076.6904,22227,124931
2015-2016,East Gippsland,Gippsland ,7517,4146.9399,4146.9399,4485,4485,16148.9399,8631.9399,35595
2015-2016,Frankston,Metropolitan ,25261,15600.4805,14921.8604,12684,12684,53545.4805,27605.8604,106462
2015-2016,Gannawarra,Loddon Mallee ,2489,1222,1222,267,600,3978,1822,7845
2015-2016,Glen Eira,Metropolitan ,31015,13476,13476,11177,11177,55668,24653,117223
2015-2016,Glenelg,Barwon South West ,2966,1526.5,1227.306,0,0,4492.5,1227.306,14917
2015-2016,Golden Plains,Grampians Central West ,4060,2687,2687,0,0,6747,2687,15425
2015-2016,Greater Bendigo,Loddon Mallee ,27252,10195,9142,0,0,37447,9142,84709
2015-2016,Greater Dandenong,Metropolitan ,29454,12456,10777,13043,13043,54953,23820,121943
2015-2016,Greater Geelong,Barwon South West ,45000,27508.3301,27508.3301,29500,29500,102008.3301,57008.3301,182373
2015-2016,Greater Shepparton,Goulburn Valley ,17117.6504,6710.5298,6710.5298,8470.9004,8470.9004,32299.0806,15181.4302,47853
2015-2016,Hepburn,Grampians Central West ,2611,1485,1109,0,0,4096,1109,12023
2015-2016,Hindmarsh,Grampians Central West ,1093,453,372,0,0,1546,372,4220
2015-2016,Hobsons Bay,Metropolitan ,18847.5605,10127.5596,9475.7803,7123.7002,7123.7002,36098.8203,16599.4805,74019
2015-2016,Horsham,Grampians Central West ,5598.21,1799.27,1799.27,0,0,7397.48,1799.27,15299
2015-2016,Hume,Metropolitan ,44222.1602,16403,14764,5259,5259,65884.1602,20023,147127
2015-2016,Indigo,North East ,2040,1722,1722,2106,2106,5868,3828,12030
2015-2016,Kingston,Metropolitan ,31102,15162,14252,13757,13615,60021,27867,124218
2015-2016,Knox,Metropolitan ,28671,16482,13835,17744,17744,62897,31579,124376
2015-2016,Latrobe,Gippsland ,15115,5593,5593,8038,8038,28746,13631,56847
2015-2016,Loddon,Loddon Mallee ,2983,669.84,669.84,0,0,3652.84,669.84,5862
2015-2016,Macedon Ranges,Loddon Mallee ,8782,3876.1001,3876.1001,2556.7,2244.5,15214.8001,6120.6001,35033
2015-2016,Manningham,Metropolitan ,21686.9805,12155.3398,12155.3398,13698.0896,13698.0896,47540.4099,25853.4294,97614
2015-2016,Mansfield,North East ,2437.53,1259.89,1259.89,0,0,3697.42,1259.89,6393
2015-2016,Maribyrnong,Metropolitan ,18556,7020.3901,7020.3901,2097,2097,27673.3901,9117.3901,68700
2015-2016,Maroondah,Metropolitan ,20700,11716,10138,12544,12544,44960,22682,89259
2015-2016,Melbourne,Metropolitan ,21051.8594,9035.71,8105.0298,51.88,51.88,30139.4494,8156.9098,122123
2015-2016,Melton,Metropolitan ,25076.2598,11775.21,11775.21,9762.96,7445.77,46614.4298,19220.98,99945
2015-2016,Mildura,Loddon Mallee ,11290.6201,5430.3599,5213.4502,0,0,16720.98,5213.4502,40516
2015-2016,Mitchell,Goulburn Valley ,7667.52,3940.7,3941,0,0,11608.22,3941,29805
2015-2016,Moira,Goulburn Valley ,4513,3096,3096,3070,3057,10679,6153,22536
2015-2016,Monash,Metropolitan ,32389,14998.6201,14998.6201,17882,17882,65269.6201,32880.6201,154009
2015-2016,Moonee Valley,Metropolitan ,24169,11304,11304,7501,7501,42974,18805,97328
2015-2016,Moorabool,Grampians Central West ,5972.9502,3138.1399,2938.1399,0,0,9111.0901,2938.1399,24375
2015-2016,Moreland,Metropolitan ,30425,16419,13574,8598,8598,55442,22172,139247
2015-2016,Mornington Peninsula,Metropolitan ,30692.4199,22674,22674,8360.7402,8360.7402,61727.1601,31034.7402,123084
2015-2016,Mount Alexander,Loddon Mallee ,3131.4199,1363.01,1363.01,0,0,4494.4299,1363.01,14887
2015-2016,Moyne,Barwon South West ,1957,1239,1239,1545,1545,4741,2784,12385
2015-2016,Murrindindi,Goulburn Valley ,2471.8301,1359.88,1359.88,0,0,3831.7101,1359.88,11105
2015-2016,Nillumbik,Metropolitan ,6423.52,7486,7486,7013,7013,20922.52,14499,48205
2015-2016,Northern Grampians,Grampians Central West ,2385,1292,1292,0,0,3677,1292,9157
2015-2016,Port Phillip,Metropolitan ,21458,11106,9784,0,0,32564,9784,94569
2015-2016,Pyrenees,Grampians Central West ,1823,380,330,90,90,2293,420,5573
2015-2016,Queenscliffe,Barwon South West ,1116,450.43,450.43,511,511,2077.43,961.43,2521
2015-2016,South Gippsland,Gippsland ,3900,2228,2050,1700,1700,7828,3750,21678
2015-2016,Southern Grampians,Barwon South West ,2127,1612,1612,310,310,4049,1922,12196
2015-2016,Stonnington,Metropolitan ,24377,10150,10150,3238,3238,37765,13388,93307
2015-2016,Strathbogie,Goulburn Valley ,971,1029.13,961.23,1057,999,3057.13,1960.23,8074
2015-2016,Surf Coast,Barwon South West ,6290,4538.98,4538.98,2918,2918,13746.98,7456.98,22067
2015-2016,Swan Hill,Loddon Mallee ,3959,1928,1659,267,267,6154,1926,15576
2015-2016,Towong,North East ,1726,823,823,0,0,2549,823,4556
2015-2016,Wangaratta,North East ,5088,3111,3111,3255,3181,11454,6292,21049
2015-2016,Warrnambool,Barwon South West ,6273,3895,3895,0,0,10168,3895,26140
2015-2016,Wellington,Gippsland ,7264,4855,4434.1001,0,0,12119,4434.1001,32482
2015-2016,West Wimmera,Grampians Central West ,883,195.72,190.72,0,0,1078.72,190.72,3026
2015-2016,Whitehorse,Metropolitan ,28773,17296,16156,11615,11615,57684,27771,134641
2015-2016,Whittlesea,Metropolitan ,35167,16614,14570,11590,11590,63371,26160,152365
2015-2016,Wodonga,North East ,4458.1602,3957.5901,3553.9099,7297,7209.4302,15712.7503,10763.3401,29452
2015-2016,Wyndham,Metropolitan ,43899,18716,18716,6518,6518,69133,25234,156745
2015-2016,Yarra,Metropolitan ,15777,9346.6104,8596.0801,332,332,25455.6104,8928.0801,78970
2015-2016,Yarra Ranges,Metropolitan ,29943,17414,16265,9651,9651,57008,25916,116844
2015-2016,Yarriambiack,Grampians Central West ,1768,595,582,0,0,2363,582,5309
